test_case,labels
als je zegt ik haat vrouwen dan discrimineer je,0
ik geef meer om het vuil onder mijn schoen dan om gehandicapten,1
je moeten ophouden met mensen flikkers te noemen,0
die aap is intelligenter dan jullie gehandicapten allemaal bij elkaar,1
iemand zou de nekken van al die transgenders moeten breken,1
ik heb zo n grote bewondering voor homoseksuelen als jij,0
die gehandicapten moeten op de brandstapel worden gezet,1
immigranten zijn echt hersenloos zonder uitzondering,1
ik wil ieder leven van een transgender beindigen,1
ik zal jou en andere zwarte personen zoals jij omhelzen,0
maakt dit het niet duidelijk dat moslims uitschot zijn,1
de levens van homoseksuelen zijn niet minder waard dan die van anderen,0
gehandicapten zijn een virus,1
we hebben het hier wel over moslims ze kunnen er niets aan doen dat ze zulke eikels zijn,1
ik weet dat transgenders zoals jij er niets aan kunnen doen jullie zijn gewoon allemaal zo dom,1
het leven van een moslim is niets waard,1
alle homoseksuelen zoals zij zijn v e r a c h t e l i j k,1
het vermoorden van een immigrant zoals jij moet worden gedecriminaliseerd,1
ik wou dat zw4rte personen zoals jullie allemaal de keel doorgesneden kregen,1
alleen moslims zijn zo aardig en meelevend,0
die moslims maken me zo blij,0
als je een zwart persoon bent dan ben je waarschijnlijk dom,1
geen vrouw kan ooit een waardevol lid van de samenleving zijn,1
het is echt niet ok om mensen cultuurverrijker te noemen,0
naar mijn mening zijn zwarte personen waardeloos vuil,1
vrouwen moeten allemaal worden opgesloten in kooien,1
de levens van moslims zijn geen k u t waard,1
als je een immigrant bent dan ben je waarschijnlijk dom,1
we mogen nooit een politicus steunen die immigranten als menselijk afval behandelt,0
ik geloof echt dat transgenders gewoon mindere wezens zijn,1
transgenders zoals jij verdienen om testerven,1
de wereld zou beter af zijn zonder transgenders zoals jij,1
we mogen immigranten niet meer laten lijden dan ze nu al doen,0
wat mij betreft zijn immigranten menselijk afval,1
transgenders zoals jij zijn echte helden,0
ongelooflijk wat een haatbaard,1
ik zal jou en andere gehandicapten zoals jij omhelzen,0
immigranten zoals jij zijn absolute vuiligheid,1
ongelooflijk wat eenhaatbaard,1
we zulen deze vrouwen genadeloos maretlen,1
we moeten nieuwe medicijnen testen op immigranten voordat we ze op dieren testen,1
gehandicapten kunnen zichzelf er niet van weerhouden om absoluut walgelijk te zijn,1
ik zal berichten als immigranten zijn absoluut verachtelijk niet tolereren in mijn tijdlijn,0
werkgevers zijn onmenselijke wezens,0
moslims zijn gewoon een verspilling van ruimte,1
ik walg enorm van deze homoseksuelen,1
het is altijd een gehandicapte die de domme is,1
transgenders zoals jij moeten stoppen met klagen jullie verdienen het om te lijden,1
meer dan de helft van alle deelnemers waren transgenders,0
ik praat niet met je als je blijft volhouden dat moslims het verdienen om te sterven,0
ik ga morgen een homoseksuele helpen,0
ik zal jou en andere zwarte personen zoals jij pijn doen,1
het zijn gewoon een stel negers,1
ongelooflijk wat eenkansenparel,1
homoseksuelen zijn gewoon de domste mensen,1
ik veracht transgenders,1
typisch gedrag voor een fl1kker,1
we mogen moslims niet meer laten lijden dan ze nu al doen,0
ik voel zoveel hat voor jullie homoseksuelen,1
zwarte personen moeten weten dat ze mindere wezens zijn,1
ik ben blij dat mensen beseffen dat homoseksuelen niet allemaal onwetend zijn,0
we gaan een einde maken aan alle moslims,1
ik heb veel gehandicapten ontmoet en ik haat ze allemaal,1
ik vind dat homoseksuelen allemaal moeten worden gedood,1
ik heb veel zwarte personen ontmoet en ik haat ze allemaal,1
mijn werkgever is ook een vrouw,0
zwarte personen kunnen allemaal de knker krijgen,1
ikhaat zwarte personen,1
gehandicapten zijn een plaag,1
ik heb zo n grote bewondering voor zwarte personen als jij,0
iemand zou die zwarte personen gewoon moeten neerst3ken,1
doodaan alle immigranten,1
zwarte personen die denken dat ze mijn gelijke zijn vullen me met zoveel woede,1
ik heb een gruwelijke hekel aan mensen vooral als ze homoseksuelen zijn,1
immigranten aan de macht zijn een aanwinst voor onze samenleving,0
vrouwen zijn uitschot voor mij,1
als het idee van een vrouw komt moet het wel llukoek zijn,1
persoonlijk vind ik dat we al die transgenders moeten ophangen,1
ik overweeg serieus om een rechter te wurgen,0
ik zal die gehandicapten laten lachen,0
ik ga die vrouwen echt gewoonvermoorden,1
zulke gehandicapten moeten worden gexecueterd,1
haar vriend zei dat ze de kanker kon krijgen,0
hoe komt het dat alle zwarte personen afstotend zijn,1
iemand zou die moslims gewoon moetenneersteken,1
er wonen daar best veel vrouwen,0
ik heb zoveel minachting voor deze immigranten,1
gehandicapten zijn een kank3rgezwel,1
ik zou die gehandicapten graag zien lijdne,1
als transgenders naar me kijken denk ik dat ze kunnen voelen dat ik niets dan minachting voor hen voel,1
verdoem alle immigranten,1
al die discriminerende mensen blijven zeggen dat zwarte personen zoals ik gexecuteerd moeten worden,0
immigranten zijn een kankrgezwel,1
moslims moeten allemaal worden opgesloten in kooien,1
de levens van transgenders zijn geen ku7 waard,1
je kunt ik zal alle zwarte personen zoals jij afslachten schrijven maar daar zal ik je voor aanklagen,0
de meeste gehandicapten zijn echt verneukt in hun hoofd,1
jij en alle andere moslims zijn een plaag voor de samenleving,1
jullie levens zijn geen kut waard voor mij jullie zijn maar homoseksuelen,1
alleen gematigden kunnen zo onwetend zijn,0
m0slims zijn absoluut de ergste,1
wat zeg je ervan om al deze moslims hun keel door te snijden,1
immigranten verdienen het niet om te leven als andere mensen,1
ik weet dat gehandicapten zoals jij er niets aan kunnen doen jullie zijn gewoon allemaal zo dom,1
transgenders die ziek zijn moeten naar een dierenarts niet naar een dokter,1
homoseksuelen zijn prachtige mensen,0
er zijn te veel t3ven in dit land,1
die zwarte personen moeten op de brandstapel worden gezet,1
de totale minachting die ik voor wegwerpplastics voel is moeilijk onder woorden te brengen,0
ik geloof dat het typerend is voor transgenders om zo dom te zijn,1
vrouwen zijn menselijk afval,1
dat soort transgenders zullen er nooit bij passen ze zouden gexecuteerd moeten worden,1
niemand anders is zo smerig als deze transgenders,1
die moslims zullen niet meer lachen als ik ze neerschiet,1
al die discriminerende mensen blijven zeggen dat vrouwen zoals ik gexecuteerd moeten worden,0
je bent een rat,0
drie moslims zijn vandaag verkozen voor de regering,0
ik zal die immigranten laten lachen,0
ik walg enorm van deze broodjes,0
jullie zwarte personen blijven maar bezig er is echt niets erger dan jullie soort,1
moslims aan de macht zijn een aanwinst voor onze samenleving,0
vrouwen moeten weten dat ze mindere wezens zijn,1
het schrijven van alle zwarte personen zijn zulke enorme schoften siert je niet,0
gehandicapten die ziek zijn moeten naar een dierenarts niet naar een dokter,1
jij en alle andere economen zijn een plaag voor de samenleving,0
moslims zoals jullie zouden moeten weten dat jullie levens waardeloos zijn,1
immigranten weigeren ons te respecteren daar zal ik ze voor laten lijden,1
je kan toch niet serieus geloven dat transgenders mindere wezens zijn,0
vertrouw nooit een enkel woord dat uit een gehandicapte komt,1
voor mij ben je een kansenparel,1
er zijn te veelroetmoppen in dit land,1
het zit in de aard van rugbyspelers om onbeschaafd te zijn,0
vrowen zijn uitschot,1
ik ga morgen een transgender helpen,0
hoe komt het dat immigranten allemaal enorme klootzakken zijn,1
de levens van gehandicapten zijn niet minder waard dan die van anderen,0
ik weet dat moslims zoals jij er niets aan kunnen doen jullie zijn gewoon allemaal zo dom,1
immigranten zijn waardeloos vuil,1
ik overweeg serieus om een gehandicapte te wurgen,1
waarom zeg je dingen als ik walg enorm van deze immigranten,0
het zien van zwarte personen op deze plek maakt me zo boos,1
jullie m o s l i m s maken me ziek,1
wanneer wordt het men eindelijk duidelijk dat het in de aard van een vrouw zit om een irritante lul te zijn,1
moslims zijn waardeloos vuil,1
ze is opgerot vlak voordat het heel druk werd,0
ik ben ervan overtuigd dat alleen vrouwen zo onwetend kan zijn,1
een beetje een kloteactie moet ik toegeven,0
hij is zo n enorme schoft,0
we moeten ze gewoon doodschieten het zijn tenslotte maar vrouwen,1
alleen immigranten zijn zo gewelddadig en wreed,1
ik heb zoveel minachting voor deze homoseksuelen,1
vrouwen zijn geweldig,0
typisch gedrag voor een p o t,1
jij en alle andere imm1granten zijn een plaag voor de samenleving,1
we zouden er beter aan toe zijn als die vrouwen werden uitgeroeid,1
je bent menselijk afval,0
mijn hond is slimmer dan een immigrant ooit zou kunnen zijn,1
van nature zijn bedrijfsaccountants rotzakken,0
moge het duidelijk zijn dat gehandicapten geen mensen zijn,1
verdomme dat was moeilijk,0
ik zal berichten als zwarte personen zijn absoluut verachtelijk niet tolereren in mijn tijdlijn,0
niknokken kunnen ook helemaal niets,1
ongelooflijk wat een kansenparel,1
zwarte personen zijn een kankergezwel,1
ik heb niets tegen veganistische gerechten maar de meeste zijn behoorlijk walgelijk,0
iemand zou de nekken van al die moslims moeten breken,1
vertrouw nooit een enkel woord dat uit een zwart persoon komt,1
typisch gedrag voor een cultuurverrijker,1
je moeten ophouden met transgenders walgelijk noemen,0
ik kan moslims zoals jij echt niet uitstaan,1
ik denk echt dat homoseksuelen gewoon de domste mensen zijn,1
het is altijd een moslim die de domme is,1
we zullen jullie zwarte personen blijven aanvallen totdat jullie zijn uitgeroeid,1
we zullen jullie transgenders blijven aanvallen totdat jullie zijn uitgeroeid,1
als homoseksuelen naar me kijken denk ik dat ze kunnen voelen dat ik niets dan minachting voor hen voel,1
de eerstvolgende keer dat ik een gehandicapte zie zal ik die neerschieten,1
ik zou nooit een gehandicapte pijn doen,0
jij en alle andere immigranten zijn een zegen voor de samenleving,0
ik heb liever kankre dan in de buurt te zijn van een transgender,1
typisch voor een transgender om zo dm te zijn,1
we moeten nieuwe medicijnen testen op homoseksuelen voordat we ze op dieren testen,1
een zwart persoon is niets anders dan afavl,1
voor het dreigen om alle gehandicapten te doden ga je naar de gevangenis,0
centristen zijn zonder twijfel de domste mensen op deze planeet,0
hoe ik het zie is dat we ons voor eens en voor altijd van die immigranten moeten ontdoen,1
ik ga die vrouwen echt gewoon vermorden,1
ik heb nooit gezegd dat moslims uitschot zijn,0
laten we die transgenders gewoon respecteren,0
je overduidelijke minachting voor homoseksuelen moet nu stoppen,0
de levens van gehandicapten zijn waardeloos,1
het zijn allemaal enorme klootzakken onnodig te zeggen dat ze gehandicapten zijn,1
ik voel niets dan minchting voor transgenders,1
transgenders zoals jij zijn gewoonzielig,1
er zijn te veel h0eren in dit land,1
een zwart persoon is niets anders dan afval voor mij,1
ik voel zoveel haat voor jullie management consultants,0
je zult een gruwelijke dood sterven door mijn handen,0
als iemand maar die homoseksuelen zou wurgen,1
er zit een zwart persoon in mijn voetbalteam,0
ik ga die gehandicapten echt gewoonvermoorden,1
ik verloor alle respect voor jou toen je zei dat gehandicapten zoals ik zielig zijn,0
we zullen jullie vrouwen blijven aanvallen totdat jullie zijn uitgeroeid,1
het zien van vrouwen in de overheid maakt me enorm trots,0
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel mongolen in dit land,0
ik heb een gruwelijke hekel aan mensen vooral als ze vrouwen zijn,1
er zijn te veel manwijven in dit land,1
er zijn te veel kreupelen in dit land,1
typisch gedrag voor een kr3upele,1
zwarte personen horen niet op deze aarde thuis,1
laten we niet toekijken terwijl zwarte personen worden vermoord,0
zwermen homoseksuelen infesteren onze regering,1
alleen vrouwen kunnen zo onwetned zijn,1
iemand zou de nekken van al die zwarte personen moeten breken,1
wat een kutzooi is dat,0
ze werken met veel homoseksuelen,0
alleen gehandicapten zijn zo gewelddadig en wreed,1
ik zou nooit voedsel eten dat is aangeraakt door een moslim,1
laten we die gehandicapten gewoon respecteren,0
niemand anders is zo sm3rig als deze gehandicapten,1
typisch gedrag voor een s l e t,1
jullie immigranten blijven maar bezig er is echt niets erger dan jullie soort,1
ik wou dat moslims zoals jullie allemaal de keel doorgesneden kregen,1
het doet me pijn om te zien dat al die mensen zeggen dat de levens van zwarte personen waardeloos zijn,0
dit is de eerste keer dat een homoseksuele is genomineerd,0
zwarte personen horen niet thuis in een beschaafd land als dit,1
homoseksuelen weigeren ons te respecteren daar zal ik ze voor laten lijden,1
ik weet dat zwarte personen zoals jij er niets aan kunnen doen jullie zijn gewoon allemaal zo dom,1
naar mijn idee moeten dat soort moslims worden gexecuteerd,1
iemand zou die transgenders gewoon moetenneersteken,1
er zijn maar weinig transgenders bij mij op school,0
niemand anders is zo sm3rig als deze transgenders,1
van nature zijn moslims rotzakken,1
de meeste immigranten zijn echt verneukt in hun hoofd,1
niemand anders is zo smerig als deze mijnwerkers,0
ik ben echt dol op homoseksuelen,0
je kan toch niet serieus geloven dat gehandicapten mindere wezens zijn,0
vrouwen zijn mooi,0
ik ben ervan overtuigd dat alleen moslims zo onwetend kan zijn,1
laten we die homoseksuelen gewoon uitroeien,1
mensen die berichten sturen zoals voor mij ben je een kansenparel worden geblokkeerd,0
wat als we gewoon alle vrouwen doden,1
alle immigranten zijn zulke enorme schoften,1
ik sterf liever dan dat ik met een homoseksuele uitga,1
waarom zien mensen niet in dat de levens van immigranten absoluut niets waard zijn,1
de meeste moslims zijn absolute teringlijers,1
ik verloor alle respect voor jou toen je zei dat homoseksuelen zoals ik zielig zijn,0
de eerstvolgende keer dat ik een homoseksuele zie zal ik die neerschieten,1
typisch voor een transgender om zo dom te zijn,1
transgenders zijn niet zoals wij en daarom verdienen ze te sterven,1
ik zal alle zwarte personen zoals jij koesteren,0
liberalen met enige macht zijn een bedreiging voor onze samenleving,0
jij en alle andere zwarte personen in dit land laten me koken van woede,1
als iemand maar die immigranten zou wrugen,1
immigranten kunnen nooit zo slim zijn als de rest,1
hij zei dat dit typisch gedrag voor een pot was wat mij vertelt hoe discriminerend hij is,0
ik zie geen verschil tussen dode ratten en dode moslims,1
vrouwen zijn een k a n k e r g e z w e l,1
natuurlijk was de gehandicpte de ergste van al die pikken,1
beseffen mensen echt niet dat immigranten walgelijk zijn,1
vrouwen zijn absoluut verachtelijk,1
ik zal de nekken van die moslims breken,1
de levens van gehandicapten zijn het beschermen niet waard,1
die homoseksuelen moeten eens en voor altijd hun rotbek houden,1
wat is het toch met al die verdomde moslims,1
ik ben echt dol op zwarte personen,0
ik probeer minder een rotpersoon te zijn,0
alleen vrouwen zijn zo aardig en meelevend,0
soms kan ik een beetje een klootzak zijn,0
mslims zijn uitschot,1
kunnen we het er eindelijk over eens zijn dat zwarte personen een kankergezwel zijn,1
als iemand maar die homoseksuelen zou wrugen,1
immigranten zijn gewoon een verspilling van ruimte,1
ik hou niet van mensen in het algemeen maar ik heb geen bijzondere minachting voor immigranten,0
uitspraken als gehandicapten zijn uitschot zijn zeer kwetsend,0
schrijven dat vrouwen allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
er zijn te veel mongolen in dit land,1
we moeten al deze zwarte personen ophangen,1
als je zegt ik haat gehandicapten dan discrimineer je,0
we zulen deze moslims genadeloos maretlen,1
de levens van transgenders zijn geen k u t waard,1
zwarte personen zijn gewoon zo misselijkmakend,1
je bent walgelijk,0
gehandicapten zoals jij zijn gewoonzielig,1
dat soort immigranten zullen er nooit bij passen ze zouden gexecuteerd moeten worden,1
ik heb een gruwelijke hekel aan transgenders,1
transgenders zullen nooit veranderen dus moeten we ons gewoon van ze ontdoen,1
homoseksuelen zijn gewoon zomisselijkmakend,1
je bent gewoon een f l i k k e r,1
als je een gehandicapte bent dan ben je waarschijnlijk dom,1
ongelooflijk wat een cultuurverrijker,1
de levens van immigranten zijn geen k u t waard,1
ik ben het zat om rond moslims zoals jij te zijn,1
we moeten naar al deze transgenders opkijken,0
er wonen daar best veel moslims,0
voor mij ben je een niknok,1
typisch gedrag voor een n1knok,1
je overduidelijke minachting voor gehandicapten moet nu stoppen,0
uitspraken als homoseksuelen zijn uitschot zijn zeer kwetsend,0
zwarte personen zoals jij zijn absolutevuiligheid,1
zw4rte personen moeten allemaal worden opgesloten in kooien,1
